availability_30,availability_60,availability_90,availability_365
4,8,8,8
20,41,71,208
6,14,32,231
3,16,33,274
0,17,47,245
6,16,26,95
17,36,58,140
6,19,36,275
29,59,89,364
0,0,0,0
30,60,90,365
0,0,0,1
0,0,3,3
3,5,15,192
0,0,0,0
3,9,26,75
29,59,89,364
30,60,90,365
0,0,0,0
0,0,0,0
4,14,41,273
30,60,90,365
0,0,28,28
3,7,19,67
28,58,88,88
0,0,0,0
6,31,45,45
25,37,37,37
22,44,64,132
17,47,76,351
0,0,0,0
0,0,0,0
23,53,83,83
30,60,90,365
14,43,73,348
12,24,42,251
8,15,35,112
18,48,78,78
12,24,42,100
6,36,66,341
28,58,88,363
10,19,31,274
17,47,77,77
30,60,90,365
0,0,0,0
18,46,76,77
0,4,12,218
30,60,90,365
28,58,88,88
12,42,72,347
30,60,90,365
30,60,90,365
0,0,0,0
30,60,90,365
4,31,57,332
4,9,20,260
30,60,90,180
30,60,90,90
24,47,77,335
29,59,89,364
20,46,69,159
30,60,90,365
30,60,90,365
15,45,75,75
3,3,3,3
30,60,90,365
30,60,90,365
30,60,86,175
0,0,0,0
30,60,90,365
30,60,90,365
29,59,89,364
29,59,89,89
30,60,90,365
30,60,90,365
0,0,0,0
28,58,88,362
30,51,51,51
25,55,81,355
16,46,75,161
9,13,13,13
30,60,90,365
30,60,90,365
18,48,78,78
19,49,79,354
30,60,90,365
4,12,31,190
6,6,6,6
13,43,73,316
9,22,44,69
29,59,89,364
5,32,62,131
7,13,36,277
17,47,77,352
30,60,90,90
30,60,90,112
10,28,58,148
5,16,16,16
2,2,2,2
5,17,30,100
0,0,0,0
10,34,49,310
13,37,64,339
5,12,42,309
30,60,90,365
0,8,38,39
0,0,0,1
10,14,38,308
30,60,90,90
0,0,0,0
7,16,24,262
7,25,51,51
30,60,90,365
9,39,69,69
28,58,88,363
0,0,0,0
30,60,90,365
8,11,20,29
0,0,0,188
5,22,44,273
15,37,67,342
19,27,27,27
29,59,89,364
0,0,0,0
7,22,48,226
0,6,36,126
28,58,80,120
17,18,18,19
19,49,79,354
29,59,89,364
30,60,90,90
30,60,90,365
29,59,89,364
29,59,89,364
30,60,90,90
0,5,25,93
5,13,24,185
0,0,0,0
30,60,90,240
19,49,74,345
20,40,59,102
0,0,0,199
1,1,14,96
29,59,89,347
12,31,45,313
30,60,90,90
10,18,29,251
0,0,6,251
29,59,89,364
26,56,84,198
30,60,84,359
15,45,75,350
23,53,83,358
30,60,90,365
9,9,9,9
12,30,30,221
16,22,44,96
27,57,87,177
29,59,89,179
9,39,69,344
29,59,89,179
13,36,66,328
0,0,0,0
19,19,19,186
15,45,52,52
18,18,18,18
19,45,75,75
0,0,0,0
29,50,53,53
7,37,67,67
30,60,90,365
0,0,0,0
0,0,0,0
23,49,70,322
23,53,83,173
25,55,85,360
0,0,0,0
30,60,90,365
30,60,90,122
2,22,34,246
0,0,0,0
23,23,23,23
7,25,55,55
29,59,89,364
11,35,65,331
30,60,90,365
29,59,89,364
29,43,58,306
30,60,90,365
18,32,51,301
0,0,0,47
0,0,0,225
29,59,89,179
9,38,68,343
30,60,90,90
3,20,50,251
14,33,55,298
29,59,89,89
0,0,0,60
30,60,90,365
13,38,68,343
6,31,61,336
27,57,87,312
0,0,0,0
30,60,90,365
0,0,0,274
30,60,90,365
29,59,89,89
20,47,73,348
4,11,17,226
29,59,89,89
0,0,0,0
0,0,0,0
29,59,89,179
30,60,90,365
21,37,55,279
27,57,87,362
15,30,56,56
0,0,0,211
24,54,84,359
30,60,90,180
30,60,90,365
10,27,37,270
29,55,76,158
30,60,90,365
28,58,88,332
30,60,90,365
22,52,81,172
3,5,10,169
3,3,3,3
27,57,87,357
4,34,64,148
30,60,90,365
0,0,0,206
30,60,90,180
30,60,90,365
0,0,0,32
29,59,89,364
18,48,74,334
29,45,75,255
0,16,16,274
0,0,0,0
29,59,89,89
22,49,79,216
0,4,4,19
29,59,89,160
9,28,43,314
30,60,90,365
0,0,0,0
6,6,6,6
0,0,0,0
29,59,89,89
0,0,0,126
30,60,90,365
30,60,90,365
0,0,0,0
23,43,73,163
30,60,90,90
30,60,90,91
20,20,20,20
30,60,90,90
0,6,36,126
27,57,87,178
0,0,8,8
23,53,83,83
27,57,87,267
13,20,28,187
27,57,87,362
9,39,69,115
7,19,32,279
10,37,64,178
29,59,89,364
28,58,88,363
15,45,75,350
28,58,88,363
10,32,62,337
8,38,68,158
30,60,90,90
30,60,90,365
0,0,0,0
29,59,89,364
23,53,83,358
0,0,0,0
30,60,82,82
19,49,75,345
19,41,71,346
9,39,69,344
6,24,42,123
7,7,7,7
0,0,0,0
22,47,47,101
14,37,44,95
22,36,52,311
0,0,0,0
0,0,0,0
27,57,87,362
0,0,0,33
2,21,46,307
11,23,48,228
0,0,0,70
29,59,89,179
19,49,79,169
8,30,37,37
5,9,29,288
10,40,70,345
0,0,0,0
0,0,0,0
0,0,0,0
4,5,10,10
12,38,68,69
30,60,90,365
0,0,0,61
17,41,65,320
29,59,89,364
0,0,0,34
23,53,83,83
21,38,38,38
0,0,0,0
1,1,5,5
1,1,1,1
23,53,83,358
3,26,56,322
30,60,90,365
13,13,13,13
30,60,90,365
7,7,7,79
11,29,56,252
12,35,65,151
0,0,0,0
20,50,80,170
30,56,73,348
24,54,84,293
25,26,26,26
25,55,85,85
30,60,90,365
28,58,88,88
0,0,0,218
7,17,42,300
0,0,0,0
29,46,73,348
0,0,0,0
0,27,46,46
30,51,51,51
5,35,65,65
0,0,0,41
15,37,37,37
15,42,65,322
27,56,86,361
9,29,59,144
0,5,35,126
18,48,78,78
29,59,89,179
7,8,8,8
13,30,56,145
30,60,90,90
11,11,11,151
16,20,50,50
0,5,35,310
8,16,31,31
0,0,8,8
6,12,23,39
10,20,50,314
9,21,51,141
0,28,58,148
24,26,56,331
0,0,0,0
0,7,7,7
21,51,81,356
0,15,15,46
0,0,0,0
30,60,90,365
24,54,84,84
29,59,89,181
10,25,52,315
30,60,79,79
0,0,0,0
7,13,28,182
0,0,0,259
30,60,90,180
0,0,0,0
7,22,44,267
18,35,56,325
5,20,32,249
0,0,0,0
0,0,0,59
0,5,35,36
30,60,90,365
0,0,0,0
0,0,0,75
29,59,89,89
0,0,0,0
6,36,66,156
6,34,64,154
0,0,0,66
0,0,0,0
19,49,79,79
0,0,8,8
11,11,20,20
22,52,82,357
0,0,0,0
0,0,0,0
30,60,90,90
23,53,83,358
13,31,56,320
30,58,84,350
0,0,0,0
30,60,90,91
0,0,0,0
0,0,3,4
4,33,47,175
26,48,78,159
23,53,83,84
5,11,20,107
3,8,11,132
12,31,51,265
25,55,85,360
13,29,54,326
14,44,74,349
27,47,77,352
28,58,88,363
29,59,89,179
30,60,90,90
20,50,80,355
12,42,72,347
29,59,89,179
23,53,83,243
16,40,70,345
0,0,0,0
20,46,76,286
28,38,65,322
11,20,30,140
0,0,10,274
18,48,78,168
15,28,40,237
30,60,90,90
11,37,61,306
30,60,90,365
25,55,85,360
2,32,62,337
29,59,89,179
28,58,88,363
25,49,79,354
23,53,83,83
30,60,90,365
8,38,61,336
29,52,82,82
7,23,32,265
0,0,0,0
29,51,63,181
0,28,58,148
30,60,90,365
21,51,73,77
27,57,87,362
2,32,62,106
19,38,38,118
15,15,15,81
13,38,61,336
22,22,22,22
7,24,49,166
30,60,90,365
0,0,0,0
29,59,89,179
23,45,72,343
0,0,0,0
1,1,1,1
0,0,0,0
30,60,87,200
10,10,10,10
29,59,89,180
29,59,89,364
10,27,32,64
0,0,0,0
16,40,70,345
17,36,46,297
0,0,2,6
29,59,89,89
30,60,90,362
30,60,90,90
29,59,86,355
2,32,62,337
18,48,78,353
18,34,56,312
18,25,49,231
23,53,83,164
0,0,0,0
0,0,0,26
30,60,90,365
27,57,87,362
3,26,56,331
9,31,57,288
7,18,48,323
14,23,23,130
30,60,90,365
30,60,90,90
30,60,90,365
0,0,0,0
24,42,72,72
0,0,0,0
0,0,0,0
0,0,0,0
25,55,85,175
26,52,82,82
9,27,57,57
0,0,0,0
24,54,84,359
19,49,79,216
29,52,62,317
12,38,68,68
30,50,70,267
23,53,83,264
5,20,50,140
0,0,0,0
29,59,89,364
30,60,90,365
30,56,80,244
0,0,0,0
23,53,83,358
0,0,0,0
1,23,43,215
11,39,67,333
16,46,76,76
29,59,89,364
22,49,74,349
0,0,0,0
16,37,64,320
29,59,89,179
0,16,16,16
29,59,89,89
14,25,55,312
14,44,69,344
30,60,90,365
8,38,68,343
0,21,51,51
7,31,61,61
18,28,58,277
30,60,90,365
28,58,88,363
0,0,3,38
28,58,88,178
19,48,73,155
0,0,0,9
0,0,0,0
0,0,0,4
0,0,21,296
2,3,6,139
30,54,82,357
3,13,38,188
3,13,34,276
0,5,35,310
23,53,72,324
3,6,12,177
9,36,56,72
13,22,50,219
9,39,69,69
30,60,90,365
8,12,36,282
0,0,0,0
13,15,19,19
21,51,81,171
19,49,79,94
14,37,67,151
17,47,69,69
16,16,16,16
11,22,46,193
22,52,82,82
0,0,0,0
28,58,88,363
9,9,31,306
20,37,67,331
0,0,0,0
28,48,78,353
2,7,26,248
0,0,5,280
30,60,90,365
15,36,66,341
0,0,0,0
30,60,90,365
24,52,81,356
0,0,4,185
20,50,80,355
24,54,84,264
30,60,90,365
10,10,10,10
29,59,89,169
0,0,0,0
26,51,71,346
21,51,81,356
30,60,90,180
0,0,0,0
30,60,90,180
30,57,80,305
0,0,0,0
0,0,0,0
7,8,16,16
30,60,90,365
8,38,68,343
29,59,89,364
26,56,86,176
30,60,90,90
0,0,0,0
30,60,90,365
30,60,90,365
0,0,0,0
9,16,40,306
10,40,70,345
4,6,17,38
30,60,90,365
27,27,27,221
29,56,85,360
29,59,89,180
25,55,85,85
18,46,65,202
30,54,54,54
18,40,67,339
28,58,88,308
6,13,13,202
22,52,82,260
5,35,65,340
1,2,15,186
0,10,31,239
26,51,79,274
0,0,5,5
9,39,69,69
27,57,87,177
3,3,3,3
29,54,81,356
0,0,0,190
0,0,0,0
0,6,36,244
29,59,89,364
9,29,57,264
0,0,0,0
27,57,87,362
12,39,69,182
0,0,0,222
0,0,0,100
27,57,87,360
27,57,87,362
0,0,0,0
11,32,43,197
26,42,66,333
29,59,89,364
9,39,69,69
7,31,61,81
14,14,14,14
7,30,60,335
27,57,87,87
0,7,31,306
0,0,0,0
20,47,68,343
30,60,90,365
21,51,81,348
12,21,25,59
2,4,4,4
30,60,90,365
29,59,78,254
11,30,55,189
3,3,24,75
14,36,66,156
30,60,90,365
0,0,0,0
8,24,24,24
9,23,53,316
4,4,4,4
3,8,18,245
29,59,89,364
3,9,22,22
0,0,0,253
24,54,84,359
0,0,6,281
10,40,70,70
11,26,47,72
9,39,69,344
17,47,71,342
12,24,43,255
8,27,57,267
0,30,58,314
18,48,78,353
0,0,0,0
29,59,89,364
30,60,90,90
30,60,90,365
13,27,27,27
0,0,0,0
11,41,71,161
6,14,34,309
0,2,29,29
7,20,41,266
2,22,52,142
30,60,90,365
6,6,6,6
0,0,2,55
29,59,89,179
14,18,27,260
0,0,0,191
8,8,26,26
0,0,0,0
9,25,44,282
30,60,90,90
13,36,36,179
30,60,90,180
10,27,57,332
20,50,80,354
23,46,73,348
30,60,90,365
0,20,50,230
10,16,40,315
3,26,47,311
29,59,89,179
19,49,79,169
29,59,89,364
0,0,0,0
15,28,47,106
0,0,0,0
27,57,87,362
25,55,78,78
4,7,14,244
30,60,90,365
11,30,60,150
30,60,90,365
9,17,39,77
30,60,90,365
23,35,35,56
29,54,84,311
0,0,0,0
6,26,56,331
29,59,89,89
21,51,81,356
0,0,0,0
22,52,82,357
29,59,89,89
8,12,12,12
30,60,90,365
29,59,89,179
16,16,16,16
29,59,87,362
28,58,88,178
8,16,43,314
25,55,85,359
0,0,0,20
18,48,78,353
30,60,90,365
0,0,0,0
16,46,76,166
30,60,90,365
0,0,0,0
13,30,49,49
30,60,90,365
25,55,85,360
29,59,89,179
30,60,90,365
1,17,40,131
29,59,89,364
23,53,83,358
17,17,17,17
16,39,65,340
9,20,50,325
21,51,81,356
8,8,10,10
29,59,89,179
0,0,0,65
10,40,70,101
30,60,90,90
27,57,87,177
0,0,16,106
13,24,24,24
30,60,90,365
26,46,76,348
26,56,86,361
30,60,84,356
30,60,90,207
5,26,56,260
30,60,90,365
25,45,75,75
18,31,61,336
12,12,12,51
6,15,42,224
30,60,90,180
18,48,78,320
19,45,68,158
29,59,89,179
9,20,50,50
0,9,39,39
9,30,60,311
21,51,81,81
30,60,90,365
14,44,74,349
3,32,58,253
20,50,80,355
0,0,0,0
0,0,0,0
15,45,75,350
24,54,84,264
24,47,67,327
16,40,70,70
0,4,28,28
6,11,26,297
23,53,83,84
0,0,0,19
28,56,86,86
30,60,90,365
9,31,39,39
30,60,90,365
24,54,84,359
11,32,62,62
6,6,18,76
0,0,0,0
7,29,59,269
12,42,72,162
13,15,15,15
13,30,60,208
0,0,0,29
1,19,49,194
18,35,54,291
0,0,0,31
24,54,84,359
7,33,62,63
30,60,90,365
22,52,82,172
12,42,72,276
24,54,84,174
29,59,89,330
30,60,90,186
29,59,89,89
5,14,44,44
23,53,72,72
23,53,83,126
29,59,89,89
0,1,1,32
29,59,89,364
15,45,75,75
2,27,30,30
27,27,27,27
0,5,19,278
21,51,81,356
29,59,89,364
12,36,66,66
0,16,46,226
30,60,90,296
2,12,22,107
0,0,6,281
27,44,73,346
30,60,90,365
23,53,83,358
6,23,46,272
30,60,90,365
18,43,49,194
0,0,0,182
30,60,90,365
6,6,6,6
24,54,84,174
12,29,42,231
9,24,48,73
5,16,29,100
0,0,0,0
1,1,1,128
17,31,60,85
2,4,20,20
30,60,90,365
28,58,88,179
24,54,84,359
0,3,7,124
24,54,84,359
0,5,35,190
0,13,13,51
17,42,58,86
0,0,1,115
5,13,13,13
18,18,18,18
1,31,61,239
18,48,78,353
29,59,89,89
4,34,64,162
0,26,56,259
30,47,77,242
30,60,90,365
1,1,1,1
0,21,51,237
6,36,66,341
8,17,22,22
30,60,90,365
0,0,12,12
0,0,0,61
0,0,0,198
20,50,80,355
30,54,84,85
29,56,86,86
21,51,81,356
17,47,77,77
19,49,79,152
22,40,58,321
23,47,47,47
30,60,90,365
30,60,90,90
4,20,37,189
10,18,41,66
8,23,41,202
19,41,63,258
23,43,68,158
23,53,83,358
30,60,90,365
23,50,80,355
30,60,90,365
22,42,71,343
25,55,85,85
30,60,90,365
27,57,87,362
3,19,49,324
8,32,58,140
14,14,14,141
11,26,56,56
30,60,90,365
1,12,29,301
24,54,84,359
30,60,90,365
4,17,47,137
28,58,88,363
3,3,3,3
0,0,11,286
11,27,50,255
16,39,69,344
27,57,87,362
0,0,0,275
12,22,49,324
30,60,90,180
10,31,50,256
19,48,76,351
30,60,90,270
8,13,13,13
13,35,61,336
24,48,69,149
0,0,18,18
27,56,86,86
30,60,90,365
20,50,80,80
4,14,43,43
21,50,80,355
4,9,9,10
29,59,89,89
12,21,21,21
9,23,53,311
24,54,84,84
29,59,89,364
0,4,34,187
23,53,83,84
5,25,55,330
23,53,83,263
0,0,0,0
15,26,49,159
14,23,53,143
30,60,90,365
28,58,88,363
0,0,1,89
5,26,35,310
8,18,47,153
7,33,60,150
6,23,53,143
19,49,79,79
26,56,86,106
27,57,87,362
3,3,3,3
8,38,68,343
29,53,83,83
30,60,88,199
19,32,61,336
30,60,90,365
12,42,65,65
0,8,35,310
6,36,63,338
23,53,83,197
26,32,62,152
25,55,85,360
12,29,42,317
3,33,63,338
1,14,14,14
30,60,90,365
26,39,58,333
10,10,10,10
6,26,56,317
30,55,68,292
0,6,36,311
15,45,75,350
29,50,80,355
0,9,39,314
22,52,82,357
0,0,0,6
19,49,79,354
0,0,0,0
12,16,30,266
3,33,63,334
8,8,8,8
30,60,90,365
0,0,0,69
0,1,1,11
0,0,0,0
28,58,88,363
0,0,0,19
8,38,68,339
13,27,47,322
11,41,71,346
0,0,0,71
4,8,17,266
23,53,83,195
5,17,30,262
16,46,76,98
0,0,0,0
3,11,14,237
14,44,68,328
21,21,21,21
0,0,0,0
0,0,0,0
30,60,90,357
29,59,89,364
0,0,0,163
24,54,84,356
5,16,27,65
0,0,0,15
23,53,83,358
9,24,46,126
0,0,0,249
25,51,78,353
30,60,90,365
13,14,32,38
30,60,90,365
23,40,65,315
26,47,47,59
17,27,57,146
17,25,44,299
0,0,0,0
6,14,14,233
30,60,90,365
0,0,0,0
9,30,60,335
0,0,0,0
8,18,43,280
12,21,27,283
30,60,90,365
2,4,13,220
1,8,16,85
27,57,87,362
26,56,86,359
30,60,90,365
0,0,0,0
12,34,52,279
20,43,59,238
30,60,90,365
0,8,38,220
25,46,66,327
0,0,0,0
6,9,9,9
3,17,35,210
5,12,22,275
23,33,46,304
0,0,0,0
0,0,7,185
25,31,34,298
30,60,90,365
0,0,0,0
13,16,19,259
0,0,0,161
19,49,79,169
25,39,59,309
30,60,90,319
5,31,61,336
0,0,0,0
28,58,88,88
16,31,61,117
0,0,0,0
3,6,23,260
7,9,9,184
0,0,0,232
0,0,0,130
28,58,88,307
0,0,0,205
2,17,37,37
0,0,0,254
30,60,90,365
0,0,0,0
10,34,64,154
24,54,84,359
30,60,90,365
0,0,0,0
0,21,42,254
1,3,3,110
30,60,90,365
0,0,0,0
5,24,50,315
0,30,60,335
26,50,80,355
17,18,18,254
0,0,0,65
0,2,4,228
30,60,90,365
12,40,41,271
4,8,14,160
6,28,50,308
0,0,0,0
0,4,25,86
0,0,0,0
0,0,0,0
30,60,90,365
30,60,90,365
21,51,81,356
13,21,27,229
0,0,0,0
30,60,90,365
8,26,56,60
0,0,0,0
8,23,43,43
12,25,49,313
1,2,6,187
27,57,87,87
0,0,0,0
30,60,90,365
0,0,0,230
18,37,61,150
0,8,22,259
13,43,73,348
30,60,90,365
10,24,41,306
16,37,67,336
6,13,19,270
4,7,23,221
0,0,0,217
0,0,0,0
6,20,43,257
2,20,50,122
30,60,90,365
0,0,0,0
11,17,36,311
10,28,54,318
30,60,90,365
1,1,15,196
7,23,53,208
0,0,0,0
8,8,8,8
12,42,72,302
11,25,26,282
6,7,21,21
16,34,50,50
0,0,0,0
6,15,26,138
23,53,83,264
28,49,79,169
0,7,9,25
0,0,0,0
4,19,46,315
20,50,80,352
30,60,90,365
0,0,0,0
30,60,90,365
0,0,0,0
27,57,87,362
3,24,47,133
30,60,90,365
0,26,30,140
1,31,61,336
3,30,39,282
16,40,70,160
30,60,90,365
30,60,90,365
30,60,90,365
0,0,0,0
27,54,81,301
0,0,0,0
13,18,28,110
8,18,36,299
1,1,5,5
0,0,0,0
5,10,31,280
27,37,37,75
0,0,0,132
23,53,83,285
30,56,62,266
3,17,32,258
2,4,4,35
0,0,0,0
0,0,0,0
5,18,31,271
28,56,84,343
0,0,0,0
6,14,17,20
13,26,44,244
15,43,73,163
0,0,0,0
3,17,38,282
28,44,71,279
8,19,38,38
0,0,0,0
4,27,50,213
10,27,44,290
7,27,53,143
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,0
29,59,89,364
28,58,88,88
13,31,44,203
30,60,90,365
30,60,90,365
14,40,70,233
0,0,0,0
21,21,26,26
4,7,20,82
0,0,6,267
0,5,5,99
30,60,90,365
5,5,10,69
29,59,89,364
0,0,0,15
6,16,32,291
8,38,68,343
9,29,59,149
0,0,0,0
30,60,90,365
26,37,67,342
25,42,52,210
29,59,89,89
0,0,0,0
6,36,56,325
24,53,83,356
3,3,3,3
3,30,32,293
30,60,90,365
0,0,0,0
5,17,21,243
12,40,70,160
0,0,0,0
29,59,89,89
10,12,12,220
7,37,67,157
0,0,2,134
30,60,90,365
0,0,0,0
0,0,0,22
0,0,0,0
30,60,90,347
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,186
30,60,90,365
0,0,0,0
1,31,61,336
0,5,34,34
0,0,0,0
30,60,90,365
21,51,81,342
3,7,28,284
1,16,46,136
0,0,0,0
16,38,68,343
30,60,90,365
30,60,90,365
0,0,0,188
8,14,32,241
20,50,69,139
14,44,74,234
2,7,14,187
30,60,90,365
0,0,0,0
0,11,41,316
9,10,18,181
0,0,0,0
0,0,0,0
30,60,90,365
17,42,72,343
18,44,69,341
30,60,90,365
19,49,79,354
21,24,32,98
0,0,0,0
28,58,88,363
30,60,90,365
7,36,66,157
4,29,59,334
11,28,47,277
4,34,64,185
11,18,22,255
28,58,88,360
6,6,6,6
4,12,21,190
7,14,28,56
10,16,29,243
0,0,8,67
1,1,1,36
0,0,0,0
0,0,0,222
27,37,63,314
0,0,0,0
0,4,29,272
0,0,0,0
0,0,0,0
3,7,7,7
1,13,39,277
1,6,36,311
15,22,52,260
0,4,4,67
3,22,37,290
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,52,78,258
0,0,0,0
22,51,78,353
20,26,32,261
0,0,0,0
17,47,77,352
0,0,0,0
11,23,37,130
0,26,47,138
2,17,30,260
13,39,69,344
28,58,87,87
13,28,54,326
10,11,21,273
28,58,88,363
0,0,0,0
0,0,0,0
30,60,90,365
27,57,87,362
30,60,90,365
8,14,32,92
30,60,90,365
0,0,0,0
0,0,0,194
28,58,88,178
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
21,51,81,262
0,0,0,0
3,7,8,166
0,0,0,0
0,0,0,0
0,0,0,218
6,16,36,283
13,30,46,235
30,60,74,74
12,42,72,345
10,36,63,139
14,34,50,292
30,60,90,365
29,59,89,364
18,48,78,78
25,55,85,341
30,60,90,365
10,19,24,201
13,32,45,312
13,19,49,140
14,44,74,349
1,4,11,242
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,253
9,17,43,318
4,8,14,233
0,8,18,174
18,25,48,129
24,54,84,351
19,49,79,354
23,53,83,358
0,0,0,0
27,57,87,266
30,60,90,365
7,30,30,248
30,48,52,124
23,41,71,326
4,7,7,7
0,0,0,248
1,23,53,54
23,40,59,328
22,31,39,303
4,14,24,60
0,0,0,0
0,0,0,0
29,59,89,364
0,0,0,0
3,4,10,103
18,33,46,285
16,31,61,336
30,60,90,365
1,4,10,261
11,34,60,147
0,0,0,0
28,58,88,358
0,0,0,0
0,0,0,0
1,3,12,169
6,14,44,172
0,10,32,119
0,0,0,45
0,3,28,28
1,30,47,293
29,59,89,324
0,10,10,135
16,31,61,336
30,60,90,239
0,0,0,0
4,18,41,161
6,9,13,102
0,0,0,0
27,57,87,362
7,14,20,271
5,6,11,11
0,0,0,0
3,13,20,274
0,0,0,0
17,38,64,339
23,53,83,173
0,0,0,0
23,53,83,258
5,10,22,249
0,1,8,44
0,0,0,0
0,0,0,0
0,11,11,29
0,0,0,0
0,0,0,0
3,3,15,138
0,0,0,0
6,18,24,243
0,2,16,17
14,44,74,349
0,0,0,0
0,0,0,0
30,60,90,365
30,60,90,365
0,0,0,0
0,0,18,293
0,0,0,0
6,7,10,230
0,0,0,0
17,31,51,51
6,6,6,6
30,60,90,365
18,18,18,236
0,0,0,0
5,24,44,313
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,23,31,271
21,51,75,350
0,0,0,0
2,10,18,59
0,0,0,0
30,60,89,89
30,60,90,365
0,0,0,0
5,17,40,297
27,57,87,177
18,36,66,337
0,0,0,0
29,59,89,364
0,0,0,0
0,0,0,0
27,57,87,150
28,36,36,189
0,0,0,0
1,1,1,46
25,55,85,360
8,32,55,323
29,57,86,334
0,0,0,0
7,11,26,301
14,33,63,308
0,0,0,0
0,0,0,0
22,31,45,210
30,60,90,365
0,0,0,0
29,59,89,364
4,7,36,126
0,0,0,0
0,0,0,0
0,0,0,0
11,34,58,267
14,44,74,349
30,60,90,365
27,44,62,273
30,60,90,90
30,60,90,365
11,17,18,90
5,10,40,41
6,12,27,63
15,35,53,292
0,10,10,53
6,6,18,43
0,0,0,0
1,18,41,99
0,0,0,0
19,49,79,354
7,31,31,31
0,0,0,0
0,0,0,232
15,34,40,206
0,0,0,0
4,13,36,281
0,0,0,0
3,5,27,165
30,60,90,365
30,60,90,365
20,50,80,355
0,0,0,0
24,54,78,353
2,13,42,294
0,0,0,262
13,24,46,293
10,38,65,336
0,0,0,0
0,0,0,202
5,35,65,340
3,3,3,129
9,39,69,344
10,22,36,87
30,60,90,365
4,34,64,339
30,60,85,360
0,0,0,0
0,3,13,51
0,0,0,123
23,53,83,358
7,8,8,146
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
17,17,17,17
12,42,67,87
8,20,31,302
29,38,60,335
0,0,0,48
30,60,90,365
18,31,61,62
5,11,16,171
0,0,0,0
13,37,67,342
11,24,35,264
30,60,90,365
29,59,89,364
16,19,30,286
6,11,16,190
15,45,64,325
0,0,0,0
30,60,90,365
0,0,0,0
17,29,57,326
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,232
0,0,0,0
11,28,58,180
0,0,0,0
30,60,67,335
29,59,89,364
4,8,16,167
2,8,25,189
6,9,15,82
0,0,0,0
0,0,0,0
25,55,85,360
0,0,0,0
28,58,88,363
30,60,90,365
11,22,37,280
30,60,90,365
0,0,0,0
0,0,0,0
1,21,45,125
0,0,0,0
0,0,0,0
1,11,15,71
22,42,60,328
0,0,0,0
4,10,16,161
30,60,90,365
11,25,53,315
6,18,39,304
13,37,67,299
30,60,90,365
5,8,36,304
7,33,57,327
0,0,0,0
25,55,81,94
30,60,90,365
6,26,56,315
0,0,0,0
0,0,0,150
9,22,30,235
0,0,0,0
0,0,0,0
0,5,23,204
14,31,58,114
6,9,23,23
4,4,4,4
7,24,43,292
15,31,50,286
28,58,88,363
30,60,90,365
0,8,20,99
30,60,90,365
0,0,0,241
14,25,37,169
0,0,0,0
0,0,0,0
0,0,0,0
22,49,75,346
0,0,0,46
0,0,0,0
9,29,47,294
0,0,0,0
29,59,89,179
19,39,65,336
0,0,0,46
30,60,90,91
30,60,90,334
0,7,8,22
0,0,0,0
10,16,24,223
0,27,53,314
11,17,33,290
12,36,60,149
0,0,0,0
25,54,80,355
18,42,66,333
0,0,0,0
27,57,84,359
0,0,0,0
0,0,0,0
0,12,42,317
30,60,90,365
4,25,42,295
0,0,0,0
30,60,90,90
26,55,80,225
0,0,0,0
11,19,32,266
29,59,89,364
0,0,0,0
0,0,0,0
8,10,10,244
6,6,8,268
30,60,90,365
30,60,90,365
30,60,90,365
28,58,88,88
15,45,74,74
0,0,0,0
2,4,11,145
0,0,0,0
0,0,0,0
8,16,43,278
0,0,0,0
15,45,75,350
30,60,90,365
30,60,90,365
0,0,0,0
3,21,36,268
13,29,55,316
0,0,0,0
0,0,0,0
6,21,36,179
16,26,26,26
12,19,38,292
17,47,77,352
0,25,51,203
0,2,23,225
0,0,0,0
27,38,38,38
18,40,70,331
0,0,0,0
30,60,90,180
4,25,51,311
17,20,42,295
0,0,0,0
4,6,15,252
6,9,14,194
22,52,82,357
30,60,90,365
16,32,62,337
0,0,0,0
0,7,7,10
0,0,0,0
7,10,15,255
4,7,18,184
20,37,55,321
0,0,0,0
0,0,0,138
0,0,0,0
29,59,89,353
5,5,5,70
30,60,90,365
7,18,25,203
0,0,0,0
29,49,73,336
30,60,90,365
9,27,57,317
4,25,55,330
0,0,0,0
0,0,0,0
11,20,50,296
30,60,90,365
29,59,89,364
27,57,87,362
28,58,88,363
6,22,46,215
29,59,89,89
0,0,3,199
0,0,0,36
5,24,44,276
0,0,0,0
0,3,6,133
0,0,27,302
28,58,88,363
30,60,90,365
22,52,82,357
0,0,0,0
30,60,90,365
10,36,36,269
0,0,0,0
3,9,27,240
18,26,49,291
27,53,79,354
22,37,56,325
4,7,9,213
0,0,0,0
30,60,90,180
30,60,90,365
6,27,57,332
29,59,89,364
0,3,33,34
30,60,90,365
0,0,0,0
30,60,90,365
26,56,86,87
